3,4,28.8
3,4,29.6
3,4,42.5
3,4,53.3
3,4,53.3
4,4,59.2
4,4,52.5
5,4,55.0
4,4,29.2
5,4,30.0
4,4,32.1
5,4,33.3
3,4,53.3
4,4,51.7
3,4,53.3
5,4,50.0
5,4,63.3
3,4,46.7
4,4,50.8
5,4,51.7
